municipio,pre_2013,pos_2013,sede,tipo_alteracao
Salvaterra de Magos,GLÓRIA DO RIBATEJO,UNIÃO DAS FREGUESIAS DE GLÓRIA DO RIBATEJO E GRANHO,GLÓRIA DO RIBATEJO,criada por agregação
Salvaterra de Magos,GRANHO,UNIÃO DAS FREGUESIAS DE GLÓRIA DO RIBATEJO E GRANHO,GLÓRIA DO RIBATEJO,criada por agregação
Salvaterra de Magos,MARINHAIS,MARINHAIS,MARINHAIS,sem alteração
Salvaterra de Magos,MUGE,MUGE,MUGE,sem alteração
Salvaterra de Magos,SALVATERRA DE MAGOS,UNIÃO DAS FREGUESIAS DE SALVATERRA DE MAGOS E FOROS DE SALVATERRA,SALVATERRA DE MAGOS,criada por agregação
Santa Comba Dão,COUTO DO MOSTEIRO,UNIÃO DAS FREGUESIAS DE SANTA COMBA DÃO E COUTO DO MOSTEIRO,SANTA COMBA DÃO,criada por agregação
Santa Comba Dão,NAGOZELA,UNIÃO DAS FREGUESIAS DE TREIXEDO E NAGOZELA,TREIXEDO,criada por agregação
Santa Comba Dão,OVOA,UNIÃO DAS FREGUESIAS DE OVOA E VIMIEIRO,OVOA,criada por agregação
Santa Comba Dão,PINHEIRO DE ÁZERE,PINHEIRO DE ÁZERE,PINHEIRO DE ÁZERE,sem alteração
Santa Comba Dão,SANTA COMBA DÃO,UNIÃO DAS FREGUESIAS DE SANTA COMBA DÃO E COUTO DO MOSTEIRO,SANTA COMBA DÃO,criada por agregação
Santa Comba Dão,SÃO JOANINHO,SÃO JOANINHO,SÃO JOANINHO,sem alteração
Santa Comba Dão,SÃO JOÃO DE AREIAS,SÃO JOÃO DE AREIAS,SÃO JOÃO DE AREIAS,sem alteração
Santa Comba Dão,TREIXEDO,UNIÃO DAS FREGUESIAS DE TREIXEDO E NAGOZELA,TREIXEDO,criada por agregação
Santa Comba Dão,VIMIEIRO,UNIÃO DAS FREGUESIAS DE OVOA E VIMIEIRO,OVOA,criada por agregação
Santa Maria da Feira,ARGONCILHE,ARGONCILHE,ARGONCILHE,sem alteração
Santa Maria da Feira,ARRIFANA,ARRIFANA,ARRIFANA,sem alteração
Santa Maria da Feira,CALDAS DE SÃO JORGE,UNIÃO DAS FREGUESIAS DE CALDAS DE SÃO JORGE E PIGEIROS,CALDAS DE SÃO JORGE,criada por agregação
Santa Maria da Feira,CANEDO,"UNIÃO DAS FREGUESIAS DE CANEDO, VALE E VILA MAIOR",CANEDO,criada por agregação
Santa Maria da Feira,ESCAPÃES,ESCAPÃES,ESCAPÃES,sem alteração
Santa Maria da Feira,ESPARGO,"UNIÃO DAS FREGUESIAS DE SANTA MARIA DA FEIRA, TRAVANCA, SANFINS E ESPARGO",FEIRA,criada por agregação
Santa Maria da Feira,FEIRA,"UNIÃO DAS FREGUESIAS DE SANTA MARIA DA FEIRA, TRAVANCA, SANFINS E ESPARGO",FEIRA,criada por agregação
Santa Maria da Feira,FIÃES,FIÃES,FIÃES,sem alteração
Santa Maria da Feira,FORNOS,FORNOS,FORNOS,sem alteração
Santa Maria da Feira,GIÃO,"UNIÃO DAS FREGUESIAS DE LOBÃO, GIÃO, LOUREDO E GUISANDE",LOBÃO,criada por agregação
Santa Maria da Feira,GUISANDE,"UNIÃO DAS FREGUESIAS DE LOBÃO, GIÃO, LOUREDO E GUISANDE",LOBÃO,criada por agregação
Santa Maria da Feira,LOBÃO,"UNIÃO DAS FREGUESIAS DE LOBÃO, GIÃO, LOUREDO E GUISANDE",LOBÃO,criada por agregação
Santa Maria da Feira,LOUREDO,"UNIÃO DAS FREGUESIAS DE LOBÃO, GIÃO, LOUREDO E GUISANDE",LOBÃO,criada por agregação
Santa Maria da Feira,LOUROSA,LOUROSA,LOUROSA,sem alteração
Santa Maria da Feira,MILHEIRÓS DE POIARES,MILHEIRÓS DE POIARES,MILHEIRÓS DE POIARES,sem alteração
Santa Maria da Feira,MOSTEIRÔ,UNIÃO DAS FREGUESIAS DE SÃO MIGUEL DO SOUTO E MOSTEIRÔ,SÃO MIGUEL DO SOUTO,criada por agregação
Santa Maria da Feira,MOZELOS,MOZELOS,MOZELOS,sem alteração
Santa Maria da Feira,NOGUEIRA DA REGEDOURA,NOGUEIRA DA REGEDOURA,NOGUEIRA DA REGEDOURA,sem alteração
Santa Maria da Feira,PAÇOS DE BRANDÃO,PAÇOS DE BRANDÃO,PAÇOS DE BRANDÃO,sem alteração
Santa Maria da Feira,PIGEIROS,UNIÃO DAS FREGUESIAS DE CALDAS DE SÃO JORGE E PIGEIROS,CALDAS DE SÃO JORGE,criada por agregação
Santa Maria da Feira,RIO MEÃO,RIO MEÃO,RIO MEÃO,sem alteração
Santa Maria da Feira,ROMARIZ,ROMARIZ,ROMARIZ,sem alteração
Santa Maria da Feira,SANFINS,"UNIÃO DAS FREGUESIAS DE SANTA MARIA DA FEIRA, TRAVANCA, SANFINS E ESPARGO",FEIRA,criada por agregação
Santa Maria da Feira,SANGUEDO,SANGUEDO,SANGUEDO,sem alteração
Santa Maria da Feira,SANTA MARIA DE LAMAS,SANTA MARIA DE LAMAS,SANTA MARIA DE LAMAS,sem alteração
Santa Maria da Feira,SÃO JOÃO DE VER,SÃO JOÃO DE VER,SÃO JOÃO DE VER,sem alteração
Santa Maria da Feira,SÃO PAIO DE OLEIROS,SÃO PAIO DE OLEIROS,SÃO PAIO DE OLEIROS,sem alteração
Santa Maria da Feira,SOUTO,UNIÃO DAS FREGUESIAS DE SÃO MIGUEL DO SOUTO E MOSTEIRÔ,SÃO MIGUEL DO SOUTO,criada por agregação
Santa Maria da Feira,TRAVANCA,"UNIÃO DAS FREGUESIAS DE SANTA MARIA DA FEIRA, TRAVANCA, SANFINS E ESPARGO",FEIRA,criada por agregação
Santa Maria da Feira,VALE,"UNIÃO DAS FREGUESIAS DE CANEDO, VALE E VILA MAIOR",CANEDO,criada por agregação
Santa Maria da Feira,VILA MAIOR,"UNIÃO DAS FREGUESIAS DE CANEDO, VALE E VILA MAIOR",CANEDO,criada por agregação
Santa Marta de Penaguião,ALVAÇÕES DO CORGO,ALVAÇÕES DO CORGO,ALVAÇÕES DO CORGO,sem alteração
Santa Marta de Penaguião,CUMIEIRA,CUMIEIRA,CUMIEIRA,sem alteração
Santa Marta de Penaguião,FONTES,FONTES,FONTES,sem alteração
Santa Marta de Penaguião,FORNELOS,UNIÃO DAS FREGUESIAS DE LOUREDO E FORNELOS,FORNELOS,criada por agregação
Santa Marta de Penaguião,LOBRIGOS (SÃO JOÃO BAPTISTA),UNIÃO DAS FREGUESIAS DE LOBRIGOS (SÃO MIGUEL E SÃO JOÃO BAPTISTA) E SANHOANE,LOBRIGOS (SÃO MIGUEL),criada por agregação
Santa Marta de Penaguião,LOBRIGOS (SÃO MIGUEL),UNIÃO DAS FREGUESIAS DE LOBRIGOS (SÃO MIGUEL E SÃO JOÃO BAPTISTA) E SANHOANE,LOBRIGOS (SÃO MIGUEL),criada por agregação
Santa Marta de Penaguião,LOUREDO,UNIÃO DAS FREGUESIAS DE LOUREDO E FORNELOS,FORNELOS,criada por agregação
Santa Marta de Penaguião,MEDRÕES,MEDRÕES,MEDRÕES,sem alteração
Santa Marta de Penaguião,SANHOANE,UNIÃO DAS FREGUESIAS DE LOBRIGOS (SÃO MIGUEL E SÃO JOÃO BAPTISTA) E SANHOANE,LOBRIGOS (SÃO MIGUEL),criada por agregação
Santa Marta de Penaguião,SEVER,SEVER,SEVER,sem alteração
Santarém,ABITUREIRAS,ABITUREIRAS,ABITUREIRAS,sem alteração
Santarém,ABRÃ,ABRÃ,ABRÃ,sem alteração
Santarém,ACHETE,"UNIÃO DAS FREGUESIAS DE ACHETE, AZOIA DE BAIXO E PÓVOA DE SANTARÉM",ACHETE,criada por agregação
Santarém,ALCANEDE,ALCANEDE,ALCANEDE,sem alteração
Santarém,ALCANHÕES,ALCANHÕES,ALCANHÕES,sem alteração
Santarém,ALMOSTER,ALMOSTER,ALMOSTER,sem alteração
Santarém,AMIAIS DE BAIXO,AMIAIS DE BAIXO,AMIAIS DE BAIXO,sem alteração
Santarém,ARNEIRO DAS MILHARIÇAS,ARNEIRO DAS MILHARIÇAS,ARNEIRO DAS MILHARIÇAS,sem alteração
Santarém,AZOIA DE BAIXO,"UNIÃO DAS FREGUESIAS DE ACHETE, AZOIA DE BAIXO E PÓVOA DE SANTARÉM",ACHETE,criada por agregação
