municipio,antiga,nova,territorio,total,sede
Ourém,CASAL DOS BERNARDOS,UNIÃO DAS FREGUESIAS DE RIO DE COUROS E CASAL DOS BERNARDOS,Nenhuma,UNIÃO DAS FREGUESIAS DE RIO DE COUROS E CASAL DOS BERNARDOS,RIO DE COUROS
Ourém,RIO DE COUROS,UNIÃO DAS FREGUESIAS DE RIO DE COUROS E CASAL DOS BERNARDOS,Nenhuma,UNIÃO DAS FREGUESIAS DE RIO DE COUROS E CASAL DOS BERNARDOS,RIO DE COUROS
Ourém,,,Nenhuma,ALBURITEL,ALBURITEL
Ourém,,,Nenhuma,ATOUGUIA,ATOUGUIA
Ourém,,,Nenhuma,CAXARIAS,CAXARIAS
Ourém,,,Nenhuma,ESPITE,ESPITE
Ourém,,,Nenhuma,FÁTIMA,FÁTIMA
Ourém,,,Nenhuma,NOSSA SENHORA DA PIEDADE,NOSSA SENHORA DA PIEDADE
Ourém,,,Nenhuma,NOSSA SENHORA DAS MISERICÓRDIAS,NOSSA SENHORA DAS MISERICÓRDIAS
Ourém,,,Nenhuma,SEIÇA,SEIÇA
Ourém,,,Nenhuma,URQUEIRA,URQUEIRA
Ovar,ARADA,"UNIÃO DAS FREGUESIAS DE OVAR, SÃO JOÃO, ARADA E SÃO VICENTE DE PEREIRA JUSÃ",Nenhuma,"UNIÃO DAS FREGUESIAS DE OVAR, SÃO JOÃO, ARADA E SÃO VICENTE DE PEREIRA JUSÃ",SÃO JOÃO
Ovar,OVAR,"UNIÃO DAS FREGUESIAS DE OVAR, SÃO JOÃO, ARADA E SÃO VICENTE DE PEREIRA JUSÃ",Nenhuma,"UNIÃO DAS FREGUESIAS DE OVAR, SÃO JOÃO, ARADA E SÃO VICENTE DE PEREIRA JUSÃ",SÃO JOÃO
Ovar,SÃO JOÃO,"UNIÃO DAS FREGUESIAS DE OVAR, SÃO JOÃO, ARADA E SÃO VICENTE DE PEREIRA JUSÃ",Nenhuma,"UNIÃO DAS FREGUESIAS DE OVAR, SÃO JOÃO, ARADA E SÃO VICENTE DE PEREIRA JUSÃ",SÃO JOÃO
Ovar,SÃO VICENTE DE PEREIRA JUSÃ,"UNIÃO DAS FREGUESIAS DE OVAR, SÃO JOÃO, ARADA E SÃO VICENTE DE PEREIRA JUSÃ",Nenhuma,"UNIÃO DAS FREGUESIAS DE OVAR, SÃO JOÃO, ARADA E SÃO VICENTE DE PEREIRA JUSÃ",SÃO JOÃO
Ovar,,,Nenhuma,CORTEGAÇA,CORTEGAÇA
Ovar,,,Nenhuma,ESMORIZ,ESMORIZ
Ovar,,,Nenhuma,MACEDA,MACEDA
Ovar,,,Nenhuma,VÁLEGA,VÁLEGA
Palmela,MARATECA,UNIÃO DAS FREGUESIAS DE POCEIRÃO E MARATECA,Nenhuma,UNIÃO DAS FREGUESIAS DE POCEIRÃO E MARATECA,POCEIRÃO
Palmela,POCEIRÃO,UNIÃO DAS FREGUESIAS DE POCEIRÃO E MARATECA,Nenhuma,UNIÃO DAS FREGUESIAS DE POCEIRÃO E MARATECA,POCEIRÃO
Palmela,,,Nenhuma,PALMELA,PALMELA
Palmela,,,Nenhuma,PINHAL NOVO,PINHAL NOVO
Palmela,,,Nenhuma,QUINTA DO ANJO,QUINTA DO ANJO
Pampilhosa da Serra,FAJÃO,FAJÃO - VIDUAL,Nenhuma,FAJÃO - VIDUAL,FAJÃO
Pampilhosa da Serra,VIDUAL,FAJÃO - VIDUAL,Nenhuma,FAJÃO - VIDUAL,FAJÃO
Pampilhosa da Serra,MACHIO,PORTELA DO FOJO - MACHIO,Nenhuma,PORTELA DO FOJO - MACHIO,PORTELA DO FOJO
Pampilhosa da Serra,PORTELA DO FOJO,PORTELA DO FOJO - MACHIO,Nenhuma,PORTELA DO FOJO - MACHIO,PORTELA DO FOJO
Pampilhosa da Serra,,,Nenhuma,CABRIL,CABRIL
Pampilhosa da Serra,,,Nenhuma,DORNELAS DO ZÊZERE,DORNELAS DO ZÊZERE
Pampilhosa da Serra,,,Nenhuma,JANEIRO DE BAIXO,JANEIRO DE BAIXO
Pampilhosa da Serra,,,Nenhuma,PAMPILHOSA DA SERRA,PAMPILHOSA DA SERRA
Pampilhosa da Serra,,,Nenhuma,PESSEGUEIRO,PESSEGUEIRO
Pampilhosa da Serra,,,Nenhuma,UNHAIS-O-VELHO,UNHAIS-O-VELHO
Paredes,BESTEIROS,PAREDES,Nenhuma,PAREDES,CASTELÕES DE CEPEDA
Paredes,BITARÃES,PAREDES,Nenhuma,PAREDES,CASTELÕES DE CEPEDA
Paredes,CASTELÕES DE CEPEDA,PAREDES,Nenhuma,PAREDES,CASTELÕES DE CEPEDA
Paredes,GONDALÃES,PAREDES,Nenhuma,PAREDES,CASTELÕES DE CEPEDA
Paredes,MADALENA,PAREDES,Nenhuma,PAREDES,CASTELÕES DE CEPEDA
Paredes,MOURIZ,PAREDES,Nenhuma,PAREDES,CASTELÕES DE CEPEDA
Paredes,VILA COVA DE CARROS,PAREDES,Nenhuma,PAREDES,CASTELÕES DE CEPEDA
Paredes,,,Nenhuma,AGUIAR DE SOUSA,AGUIAR DE SOUSA
Paredes,,,Nenhuma,ASTROMIL,ASTROMIL
Paredes,,,Nenhuma,BALTAR,BALTAR
Paredes,,,Nenhuma,BEIRE,BEIRE
Paredes,,,Nenhuma,CETE,CETE
Paredes,,,Nenhuma,CRISTELO,CRISTELO
Paredes,,,Nenhuma,DUAS IGREJAS,DUAS IGREJAS
Paredes,,,Nenhuma,GANDRA,GANDRA
Paredes,,,Nenhuma,LORDELO,LORDELO
Paredes,,,Nenhuma,LOUREDO,LOUREDO
Paredes,,,Nenhuma,PARADA DE TODEIA,PARADA DE TODEIA
Paredes,,,Nenhuma,REBORDOSA,REBORDOSA
Paredes,,,Nenhuma,RECAREI,RECAREI
Paredes,,,Nenhuma,SOBREIRA,SOBREIRA
Paredes,,,Nenhuma,SOBROSA,SOBROSA
Paredes,,,Nenhuma,VANDOMA,VANDOMA
Paredes,,,Nenhuma,VILELA,VILELA
Paredes de Coura,BICO,UNIÃO DAS FREGUESIAS DE BICO E CRISTELO,Nenhuma,UNIÃO DAS FREGUESIAS DE BICO E CRISTELO,BICO
Paredes de Coura,CRISTELO,UNIÃO DAS FREGUESIAS DE BICO E CRISTELO,Nenhuma,UNIÃO DAS FREGUESIAS DE BICO E CRISTELO,BICO
Paredes de Coura,COSSOURADO,UNIÃO DAS FREGUESIAS DE COSSOURADO E LINHARES,Nenhuma,UNIÃO DAS FREGUESIAS DE COSSOURADO E LINHARES,COSSOURADO
Paredes de Coura,LINHARES,UNIÃO DAS FREGUESIAS DE COSSOURADO E LINHARES,Nenhuma,UNIÃO DAS FREGUESIAS DE COSSOURADO E LINHARES,COSSOURADO
Paredes de Coura,FERREIRA,UNIÃO DAS FREGUESIAS DE FORMARIZ E FERREIRA,Nenhuma,UNIÃO DAS FREGUESIAS DE FORMARIZ E FERREIRA,FORMARIZ
Paredes de Coura,FORMARIZ,UNIÃO DAS FREGUESIAS DE FORMARIZ E FERREIRA,Nenhuma,UNIÃO DAS FREGUESIAS DE FORMARIZ E FERREIRA,FORMARIZ
Paredes de Coura,INSALDE,UNIÃO DAS FREGUESIAS DE INSALDE E PORREIRAS,Nenhuma,UNIÃO DAS FREGUESIAS DE INSALDE E PORREIRAS,INSALDE
Paredes de Coura,PORREIRAS,UNIÃO DAS FREGUESIAS DE INSALDE E PORREIRAS,Nenhuma,UNIÃO DAS FREGUESIAS DE INSALDE E PORREIRAS,INSALDE
Paredes de Coura,PAREDES DE COURA,UNIÃO DAS FREGUESIAS DE PAREDES DE COURA E RESENDE,Nenhuma,UNIÃO DAS FREGUESIAS DE PAREDES DE COURA E RESENDE,PAREDES DE COURA
Paredes de Coura,RESENDE,UNIÃO DAS FREGUESIAS DE PAREDES DE COURA E RESENDE,Nenhuma,UNIÃO DAS FREGUESIAS DE PAREDES DE COURA E RESENDE,PAREDES DE COURA
Paredes de Coura,,,Nenhuma,AGUALONGA,AGUALONGA
Paredes de Coura,,,Nenhuma,CASTANHEIRA,CASTANHEIRA
Paredes de Coura,,,Nenhuma,COURA,COURA
Paredes de Coura,,,Nenhuma,CUNHA,CUNHA
Paredes de Coura,,,Nenhuma,INFESTA,INFESTA
Paredes de Coura,,,Nenhuma,MOZELOS,MOZELOS
Paredes de Coura,,,Nenhuma,PADORNELO,PADORNELO
Paredes de Coura,,,Nenhuma,PARADA,PARADA
Paredes de Coura,,,Nenhuma,ROMARIGÃES,ROMARIGÃES
Paredes de Coura,,,Nenhuma,RUBIÃES,RUBIÃES
Paredes de Coura,,,Nenhuma,VASCÕES,VASCÕES
Paços de Ferreira,ARREIGADA,FRAZÃO ARREIGADA,Nenhuma,FRAZÃO ARREIGADA,FRAZÃO
Paços de Ferreira,FRAZÃO,FRAZÃO ARREIGADA,Nenhuma,FRAZÃO ARREIGADA,FRAZÃO
Paços de Ferreira,MODELOS,PAÇOS DE FERREIRA,Nenhuma,PAÇOS DE FERREIRA,PAÇOS DE FERREIRA
Paços de Ferreira,PAÇOS DE FERREIRA,PAÇOS DE FERREIRA,Nenhuma,PAÇOS DE FERREIRA,PAÇOS DE FERREIRA
Paços de Ferreira,CODESSOS,SANFINS LAMOSO CODESSOS,Nenhuma,SANFINS LAMOSO CODESSOS,SANFINS
Paços de Ferreira,LAMOSO,SANFINS LAMOSO CODESSOS,Nenhuma,SANFINS LAMOSO CODESSOS,SANFINS
Paços de Ferreira,SANFINS DE FERREIRA,SANFINS LAMOSO CODESSOS,Nenhuma,SANFINS LAMOSO CODESSOS,SANFINS
Paços de Ferreira,,,Nenhuma,CARVALHOSA,CARVALHOSA
Paços de Ferreira,,,Nenhuma,EIRIZ,EIRIZ
Paços de Ferreira,,,Nenhuma,FERREIRA,FERREIRA
Paços de Ferreira,,,Nenhuma,FIGUEIRÓ,FIGUEIRÓ
Paços de Ferreira,,,Nenhuma,FREAMUNDE,FREAMUNDE
Paços de Ferreira,,,Nenhuma,MEIXOMIL,MEIXOMIL
Paços de Ferreira,,,Nenhuma,PENAMAIOR,PENAMAIOR
Paços de Ferreira,,,Nenhuma,RAIMONDA,RAIMONDA
Paços de Ferreira,,,Nenhuma,SEROA,SEROA
Pedrógão Grande,,,Nenhuma,GRAÇA,GRAÇA
Pedrógão Grande,,,Nenhuma,PEDRÓGÃO GRANDE,PEDRÓGÃO GRANDE
Pedrógão Grande,,,Nenhuma,VILA FACAIA,VILA FACAIA
Penacova,FRIÚMES,UNIÃO DAS FREGUESIAS DE FRIÚMES E PARADELA,Nenhuma,UNIÃO DAS FREGUESIAS DE FRIÚMES E PARADELA,FRIÚMES
Penacova,PARADELA,UNIÃO DAS FREGUESIAS DE FRIÚMES E PARADELA,Nenhuma,UNIÃO DAS FREGUESIAS DE FRIÚMES E PARADELA,FRIÚMES
Penacova,OLIVEIRA DO MONDEGO,UNIÃO DAS FREGUESIAS DE OLIVEIRA DO MONDEGO E TRAVANCA DO MONDEGO,Nenhuma,UNIÃO DAS FREGUESIAS DE OLIVEIRA DO MONDEGO E TRAVANCA DO MONDEGO,OLIVEIRA DO MONDEGO
Penacova,TRAVANCA DO MONDEGO,UNIÃO DAS FREGUESIAS DE OLIVEIRA DO MONDEGO E TRAVANCA DO MONDEGO,Nenhuma,UNIÃO DAS FREGUESIAS DE OLIVEIRA DO MONDEGO E TRAVANCA DO MONDEGO,OLIVEIRA DO MONDEGO
Penacova,SÃO PAIO DE MONDEGO,UNIÃO DAS FREGUESIAS DE SÃO PEDRO DE ALVA E SÃO PAIO DE MONDEGO,Nenhuma,UNIÃO DAS FREGUESIAS DE SÃO PEDRO DE ALVA E SÃO PAIO DE MONDEGO,SÃO PEDRO DE ALVA
Penacova,SÃO PEDRO DE ALVA,UNIÃO DAS FREGUESIAS DE SÃO PEDRO DE ALVA E SÃO PAIO DE MONDEGO,Nenhuma,UNIÃO DAS FREGUESIAS DE SÃO PEDRO DE ALVA E SÃO PAIO DE MONDEGO,SÃO PEDRO DE ALVA
Penacova,,,Nenhuma,CARVALHO,CARVALHO
Penacova,,,Nenhuma,FIGUEIRA DE LORVÃO,FIGUEIRA DE LORVÃO
Penacova,,,Nenhuma,LORVÃO,LORVÃO
Penacova,,,Nenhuma,PENACOVA,PENACOVA
Penacova,,,Nenhuma,SAZES DO LORVÃO,SAZES DO LORVÃO
Penafiel,GUILHUFE,GUILHUFE E URRÔ,Nenhuma,GUILHUFE E URRÔ,GUILHUFE
Penafiel,URRÔ,GUILHUFE E URRÔ,Nenhuma,GUILHUFE E URRÔ,GUILHUFE
Penafiel,FIGUEIRA,LAGARES E FIGUEIRA,Nenhuma,LAGARES E FIGUEIRA,LAGARES
Penafiel,LAGARES,LAGARES E FIGUEIRA,Nenhuma,LAGARES E FIGUEIRA,LAGARES
Penafiel,LUZIM,LUZIM E VILA COVA,Nenhuma,LUZIM E VILA COVA,VILA COVA
Penafiel,VILA COVA,LUZIM E VILA COVA,Nenhuma,LUZIM E VILA COVA,VILA COVA
Penafiel,MARECOS,PENAFIEL,Nenhuma,PENAFIEL,PENAFIEL
Penafiel,MILHUNDOS,PENAFIEL,Nenhuma,PENAFIEL,PENAFIEL
Penafiel,NOVELAS,PENAFIEL,Nenhuma,PENAFIEL,PENAFIEL
Penafiel,PENAFIEL,PENAFIEL,Nenhuma,PENAFIEL,PENAFIEL
Penafiel,SANTA MARTA,PENAFIEL,Nenhuma,PENAFIEL,PENAFIEL
Penafiel,SANTIAGO DE SUBARRIFANA,PENAFIEL,Nenhuma,PENAFIEL,PENAFIEL
Penafiel,PAREDES,TERMAS DE SÃO VICENTE,Nenhuma,TERMAS DE SÃO VICENTE,PINHEIRO
Penafiel,PINHEIRO,TERMAS DE SÃO VICENTE,Nenhuma,TERMAS DE SÃO VICENTE,PINHEIRO
Penafiel,PORTELA,TERMAS DE SÃO VICENTE,Nenhuma,TERMAS DE SÃO VICENTE,PINHEIRO
Penafiel,,,Nenhuma,ABRAGÃO,ABRAGÃO
Penafiel,,,Nenhuma,BOELHE,BOELHE
Penafiel,,,Nenhuma,BUSTELO,BUSTELO
Penafiel,,,Nenhuma,CABEÇA SANTA,CABEÇA SANTA
Penafiel,,,Nenhuma,CANELAS,CANELAS
Penafiel,,,Nenhuma,CAPELA,CAPELA
Penafiel,,,Nenhuma,CASTELÕES,CASTELÕES
Penafiel,,,Nenhuma,CROCA,CROCA
Penafiel,,,Nenhuma,DUAS IGREJAS,DUAS IGREJAS
Penafiel,,,Nenhuma,EJA,EJA
Penafiel,,,Nenhuma,FONTE ARCADA,FONTE ARCADA
Penafiel,,,Nenhuma,GALEGOS,GALEGOS
Penafiel,,,Nenhuma,IRIVO,IRIVO
Penafiel,,,Nenhuma,OLDRÕES,OLDRÕES
Penafiel,,,Nenhuma,PAÇO DE SOUSA,PAÇO DE SOUSA
Penafiel,,,Nenhuma,PEROZELO,PEROZELO
Penafiel,,,Nenhuma,RANS,RANS
Penafiel,,,Nenhuma,RECEZINHOS (SÃO MAMEDE),RECEZINHOS (SÃO MAMEDE)
Penafiel,,,Nenhuma,RECEZINHOS (SÃO MARTINHO),RECEZINHOS (SÃO MARTINHO)
Penafiel,,,Nenhuma,RIO DE MOINHOS,RIO DE MOINHOS
Penafiel,,,Nenhuma,RIO MAU,RIO MAU
Penafiel,,,Nenhuma,SEBOLIDO,SEBOLIDO
Penafiel,,,Nenhuma,VALPEDRE,VALPEDRE
Penalva do Castelo,ANTAS,UNIÃO DAS FREGUESIAS DE ANTAS E MATELA,Nenhuma,UNIÃO DAS FREGUESIAS DE ANTAS E MATELA,ANTAS
Penalva do Castelo,MATELA,UNIÃO DAS FREGUESIAS DE ANTAS E MATELA,Nenhuma,UNIÃO DAS FREGUESIAS DE ANTAS E MATELA,ANTAS
Penalva do Castelo,MARECO,UNIÃO DAS FREGUESIAS DE VILA COVA DO COVELO E MARECO,Nenhuma,UNIÃO DAS FREGUESIAS DE VILA COVA DO COVELO E MARECO,VILA COVA DO COVELO
Penalva do Castelo,VILA COVA DO COVELO,UNIÃO DAS FREGUESIAS DE VILA COVA DO COVELO E MARECO,Nenhuma,UNIÃO DAS FREGUESIAS DE VILA COVA DO COVELO E MARECO,VILA COVA DO COVELO
Penalva do Castelo,,,Nenhuma,CASTELO DE PENALVA,CASTELO DE PENALVA
Penalva do Castelo,,,Nenhuma,ESMOLFE,ESMOLFE
Penalva do Castelo,,,Nenhuma,GERMIL,GERMIL
Penalva do Castelo,,,Nenhuma,LUSINDE,LUSINDE
Penalva do Castelo,,,Nenhuma,PINDO,PINDO
Penalva do Castelo,,,Nenhuma,REAL,REAL
Penalva do Castelo,,,Nenhuma,SEZURES,VILA DE SEZURES
Penalva do Castelo,,,Nenhuma,TRANCOZELOS,TRANCOZELOS
Penalva do Castelo,,,Nenhuma,ÍNSUA,ÍNSUA
Penamacor,ALDEIA DE JOÃO PIRES,"UNIÃO DAS FREGUESIAS DE ALDEIA DO BISPO, ÁGUAS E ALDEIA DE JOÃO PIRES",Nenhuma,"UNIÃO DAS FREGUESIAS DE ALDEIA DO BISPO, ÁGUAS E ALDEIA DE JOÃO PIRES",ALDEIA DO BISPO
Penamacor,ALDEIA DO BISPO,"UNIÃO DAS FREGUESIAS DE ALDEIA DO BISPO, ÁGUAS E ALDEIA DE JOÃO PIRES",Nenhuma,"UNIÃO DAS FREGUESIAS DE ALDEIA DO BISPO, ÁGUAS E ALDEIA DE JOÃO PIRES",ALDEIA DO BISPO
Penamacor,ÁGUAS,"UNIÃO DAS FREGUESIAS DE ALDEIA DO BISPO, ÁGUAS E ALDEIA DE JOÃO PIRES",Nenhuma,"UNIÃO DAS FREGUESIAS DE ALDEIA DO BISPO, ÁGUAS E ALDEIA DE JOÃO PIRES",ALDEIA DO BISPO
Penamacor,BEMPOSTA,UNIÃO DAS FREGUESIAS DE PEDRÓGÃO DE SÃO PEDRO E BEMPOSTA,Nenhuma,UNIÃO DAS FREGUESIAS DE PEDRÓGÃO DE SÃO PEDRO E BEMPOSTA,PEDRÓGÃO DE SÃO PEDRO
Penamacor,PEDRÓGÃO DE SÃO PEDRO,UNIÃO DAS FREGUESIAS DE PEDRÓGÃO DE SÃO PEDRO E BEMPOSTA,Nenhuma,UNIÃO DAS FREGUESIAS DE PEDRÓGÃO DE SÃO PEDRO E BEMPOSTA,PEDRÓGÃO DE SÃO PEDRO
Penamacor,,,Nenhuma,ARANHAS,ARANHAS
Penamacor,,,Nenhuma,BENQUERENÇA,BENQUERENÇA
Penamacor,,,Nenhuma,MEIMOA,MEIMOA
Penamacor,,,Nenhuma,MEIMÃO,MEIMÃO
Penamacor,,,Nenhuma,PENAMACOR,PENAMACOR
Penamacor,,,Nenhuma,SALVADOR,SALVADOR
Penamacor,,,Nenhuma,VALE DA SENHORA DA PÓVOA,VALE DA SENHORA DA PÓVOA
Penedono,ANTAS,UNIÃO DAS FREGUESIAS DE ANTAS E OUROZINHO,Nenhuma,UNIÃO DAS FREGUESIAS DE ANTAS E OUROZINHO,ANTAS
Penedono,OUROZINHO,UNIÃO DAS FREGUESIAS DE ANTAS E OUROZINHO,Nenhuma,UNIÃO DAS FREGUESIAS DE ANTAS E OUROZINHO,ANTAS
Penedono,GRANJA,UNIÃO DAS FREGUESIAS DE PENEDONO E GRANJA,Nenhuma,UNIÃO DAS FREGUESIAS DE PENEDONO E GRANJA,PENEDONO
Penedono,PENEDONO,UNIÃO DAS FREGUESIAS DE PENEDONO E GRANJA,Nenhuma,UNIÃO DAS FREGUESIAS DE PENEDONO E GRANJA,PENEDONO
Penedono,,,Nenhuma,BESELGA,BESELGA
Penedono,,,Nenhuma,CASTAINÇO,CASTAINÇO
Penedono,,,Nenhuma,PENELA DA BEIRA,PENELA DA BEIRA
Penedono,,,Nenhuma,PÓVOA DE PENELA,PÓVOA DE PENELA
Penedono,,,Nenhuma,SOUTO,SOUTO
Penela,PENELA (SANTA EUFÉMIA),"UNIÃO DAS FREGUESIAS DE SÃO MIGUEL, SANTA EUFÉMIA E RABAÇAL",Nenhuma,"UNIÃO DAS FREGUESIAS DE SÃO MIGUEL, SANTA EUFÉMIA E RABAÇAL",PENELA (SÃO MIGUEL)
Penela,PENELA (SÃO MIGUEL),"UNIÃO DAS FREGUESIAS DE SÃO MIGUEL, SANTA EUFÉMIA E RABAÇAL",Nenhuma,"UNIÃO DAS FREGUESIAS DE SÃO MIGUEL, SANTA EUFÉMIA E RABAÇAL",PENELA (SÃO MIGUEL)
Penela,RABAÇAL,"UNIÃO DAS FREGUESIAS DE SÃO MIGUEL, SANTA EUFÉMIA E RABAÇAL",Nenhuma,"UNIÃO DAS FREGUESIAS DE SÃO MIGUEL, SANTA EUFÉMIA E RABAÇAL",PENELA (SÃO MIGUEL)
Penela,,,Nenhuma,CUMEEIRA,CUMEEIRA
Penela,,,Nenhuma,ESPINHAL,ESPINHAL
Penela,,,Nenhuma,PODENTES,PODENTES
Peniche,PENICHE (AJUDA),PENICHE,Nenhuma,PENICHE,PENICHE
Peniche,PENICHE (CONCEIÇÃO),PENICHE,Nenhuma,PENICHE,PENICHE
Peniche,PENICHE (SÃO PEDRO),PENICHE,Nenhuma,PENICHE,PENICHE
Peniche,,,Nenhuma,ATOUGUIA DA BALEIA,ATOUGUIA DA BALEIA
Peniche,,,Nenhuma,FERREL,FERREL
Peniche,,,Nenhuma,SERRA D'EL-REI,SERRA D'EL-REI
Peso da Régua,COVELINHAS,UNIÃO DAS FREGUESIAS DE GALAFURA E COVELINHAS,Nenhuma,UNIÃO DAS FREGUESIAS DE GALAFURA E COVELINHAS,GALAFURA
Peso da Régua,GALAFURA,UNIÃO DAS FREGUESIAS DE GALAFURA E COVELINHAS,Nenhuma,UNIÃO DAS FREGUESIAS DE GALAFURA E COVELINHAS,GALAFURA
Peso da Régua,MOURA MORTA,UNIÃO DAS FREGUESIAS DE MOURA MORTA E VINHÓS,Nenhuma,UNIÃO DAS FREGUESIAS DE MOURA MORTA E VINHÓS,SEDE EXECUTIVA EM MOURA MORTA E DELIBERATIVA EM VINHÓS
Peso da Régua,VINHÓS,UNIÃO DAS FREGUESIAS DE MOURA MORTA E VINHÓS,Nenhuma,UNIÃO DAS FREGUESIAS DE MOURA MORTA E VINHÓS,SEDE EXECUTIVA EM MOURA MORTA E DELIBERATIVA EM VINHÓS
Peso da Régua,GODIM,UNIÃO DAS FREGUESIAS DE PESO DA RÉGUA E GODIM,Nenhuma,UNIÃO DAS FREGUESIAS DE PESO DA RÉGUA E GODIM,SEDE EXECUTIVA EM PESO DA RÉGUA E DELIBERATIVA EM GODIM
Peso da Régua,PESO DA RÉGUA,UNIÃO DAS FREGUESIAS DE PESO DA RÉGUA E GODIM,Nenhuma,UNIÃO DAS FREGUESIAS DE PESO DA RÉGUA E GODIM,SEDE EXECUTIVA EM PESO DA RÉGUA E DELIBERATIVA EM GODIM
Peso da Régua,CANELAS,UNIÃO DAS FREGUESIAS DE POIARES E CANELAS,Nenhuma,UNIÃO DAS FREGUESIAS DE POIARES E CANELAS,POIARES
Peso da Régua,POIARES,UNIÃO DAS FREGUESIAS DE POIARES E CANELAS,Nenhuma,UNIÃO DAS FREGUESIAS DE POIARES E CANELAS,POIARES
Peso da Régua,,,Nenhuma,FONTELAS,FONTELAS
Peso da Régua,,,Nenhuma,LOUREIRO,LOUREIRO
Peso da Régua,,,Nenhuma,SEDIELOS,SEDIELOS
Peso da Régua,,,Nenhuma,VILARINHO DOS FREIRES,VILARINHO DOS FREIRES
Pinhel,GOUVEIAS,AGREGAÇÃO DAS FREGUESIAS SUL DE PINHEL,Nenhuma,AGREGAÇÃO DAS FREGUESIAS SUL DE PINHEL,GOUVEIAS
Pinhel,POMARES,AGREGAÇÃO DAS FREGUESIAS SUL DE PINHEL,Nenhuma,AGREGAÇÃO DAS FREGUESIAS SUL DE PINHEL,GOUVEIAS
Pinhel,PEREIRO,ALTO DO PALURDO,Nenhuma,ALTO DO PALURDO,PEREIRO
Pinhel,VALE DE MADEIRA,ALTO DO PALURDO,Nenhuma,ALTO DO PALURDO,PEREIRO
Pinhel,ALVERCA DA BEIRA,ALVERCA DA BEIRA/ BOUÇA COVA,Nenhuma,ALVERCA DA BEIRA/ BOUÇA COVA,ALVERCA DA BEIRA
Pinhel,BOUÇA COVA,ALVERCA DA BEIRA/ BOUÇA COVA,Nenhuma,ALVERCA DA BEIRA/ BOUÇA COVA,ALVERCA DA BEIRA
Pinhel,CEREJO,TERRAS DE MASSUEIME,Nenhuma,TERRAS DE MASSUEIME,CEREJO
Pinhel,ERVAS TENRAS,TERRAS DE MASSUEIME,Nenhuma,TERRAS DE MASSUEIME,CEREJO
Pinhel,ATALAIA,UNIÃO DAS FREGUESIAS DE ATALAIA E SAFURDÃO,Nenhuma,UNIÃO DAS FREGUESIAS DE ATALAIA E SAFURDÃO,ATALAIA
Pinhel,SAFURDÃO,UNIÃO DAS FREGUESIAS DE ATALAIA E SAFURDÃO,Nenhuma,UNIÃO DAS FREGUESIAS DE ATALAIA E SAFURDÃO,ATALAIA
Pinhel,BOGALHAL,VALBOM/BOGALHAL,Nenhuma,VALBOM/BOGALHAL,VALBOM
Pinhel,VALBOM,VALBOM/BOGALHAL,Nenhuma,VALBOM/BOGALHAL,VALBOM
Pinhel,AZEVO,VALE DO CÔA,Nenhuma,VALE DO CÔA,AZEVO
Pinhel,CIDADELHE,VALE DO CÔA,Nenhuma,VALE DO CÔA,AZEVO
Pinhel,PÓVOA D’EL-REI,VALE DO MASSUEIME,Nenhuma,VALE DO MASSUEIME,SANTA EUFÉMIA
Pinhel,SANTA EUFÉMIA,VALE DO MASSUEIME,Nenhuma,VALE DO MASSUEIME,SANTA EUFÉMIA
Pinhel,SORVAL,VALE DO MASSUEIME,Nenhuma,VALE DO MASSUEIME,SANTA EUFÉMIA
Pinhel,,,Nenhuma,ERVEDOSA,ERVEDOSA
Pinhel,,,Nenhuma,FREIXEDAS,FREIXEDAS
Pinhel,,,Nenhuma,LAMEGAL,LAMEGAL
Pinhel,,,Nenhuma,LAMEIRAS,LAMEIRAS
Pinhel,,,Nenhuma,MANIGOTO,MANIGOTO
Pinhel,,,Nenhuma,PALA,PALA
Pinhel,,,Nenhuma,PINHEL,PINHEL
Pinhel,,,Nenhuma,PÍNZIO,PÍNZIO
Pinhel,,,Nenhuma,SOURO PIRES,SOURO PIRES
Pinhel,,,Nenhuma,VASCOVEIRO,VASCOVEIRO
Pombal,GUIA,"UNIÃO DAS FREGUESIAS DE GUIA, ILHA E MATA MOURISCA",Nenhuma,"UNIÃO DAS FREGUESIAS DE GUIA, ILHA E MATA MOURISCA",GUIA
Pombal,ILHA,"UNIÃO DAS FREGUESIAS DE GUIA, ILHA E MATA MOURISCA",Nenhuma,"UNIÃO DAS FREGUESIAS DE GUIA, ILHA E MATA MOURISCA",GUIA
Pombal,MATA MOURISCA,"UNIÃO DAS FREGUESIAS DE GUIA, ILHA E MATA MOURISCA",Nenhuma,"UNIÃO DAS FREGUESIAS DE GUIA, ILHA E MATA MOURISCA",GUIA
Pombal,ALBERGARIA DOS DOZE,UNIÃO DAS FREGUESIAS DE SANTIAGO E SÃO SIMÃO DE LITÉM E ALBERGARIA DOS DOZE,Nenhuma,UNIÃO DAS FREGUESIAS DE SANTIAGO E SÃO SIMÃO DE LITÉM E ALBERGARIA DOS DOZE,SANTIAGO DE LITÉM
Pombal,SANTIAGO DE LITÉM,UNIÃO DAS FREGUESIAS DE SANTIAGO E SÃO SIMÃO DE LITÉM E ALBERGARIA DOS DOZE,Nenhuma,UNIÃO DAS FREGUESIAS DE SANTIAGO E SÃO SIMÃO DE LITÉM E ALBERGARIA DOS DOZE,SANTIAGO DE LITÉM
